,genre,short,movie,tvMovie,tvSeries,tvEpisode,tvShort,tvMiniSeries,tvSpecial,video,videoGame
0,Film-Noir,0,0,0,0,0,0,0,0,0,0
1,Documentary,0.0,65.72896050723243,16.86838845892213,4.87947454211749,22.28081963215381,0,0.4140323180983918,1.3134457664317893,7.82690308420931,0.00028557493614672776
2,Drama,0.003970207095028247,105.02388501443043,18.18662589628079,4.255242782742354,49.095026612487835,0.0,6.209560873510968,0.002614646270572557,0.6066976805029801,0.0012999648437180629
3,Comedy,0.0,65.55977404976161,6.697022446372365,16.863490552014014,68.25262563742398,0,0.8121756327920839,0.1663151454306907,1.268649835298477,0.0037162868154761264
4,Romance,0,20.150926830884423,1.1682376132655259,4.386071860453559,5.066725197541703,0,0.28033528252190765,0.0,0.12298109894478772,0.20290887405370484
5,Talk-Show,0,0.0,0.0005172569862021699,2.9084519791545436,56.143542046527266,0,0.003950550232119073,0.055052307612729695,0.0019138508489480286,0
